,sentence,age,gender,language,paths
7771,შესაძლებელია მისი დამონება და მსახურ დემონად გადაქცევა.,twenties,male,Georgian,common_voice_ka_22428513.wav
7772,ეს იყო ჯგუფის რიგით მეორე ოფიციალური ბრიტანული და რიგით პირველი ამერიკული სინგლი.,not_defined,not_defined,Georgian,common_voice_ka_21358437.wav
7773,კომპანიის მომსახურების სფერო მოიცავს ნებისმიერი მოცულობის და სირთულის ვებ-გვერდის დამზადებას.,twenties,male,Georgian,common_voice_ka_22282397.wav
7774,ეკლესია ნაშენია ფლეთილი ქვით.,thirties,female,Georgian,common_voice_ka_21382484.wav
7775,"ცნობილია, რომ მისი და ედითი, ცოლად ჰყავდა მეფე ედუარდ აღმსარებელს.",twenties,male,Georgian,common_voice_ka_21638468.wav
7776,"ლოს-ანჯელესში გადასვლამდე, ოჯახი ცხოვრობდა ვირჯინიაში, არიზონაში, მიჩიგანის შტატში, და ინგლისში.",thirties,female,Georgian,common_voice_ka_21382491.wav
7777,ბოაკოს ნიკარაგუის ეკონომიკისთვის უდიდესი მნიშვნელობა აქვს.,thirties,female,Georgian,common_voice_ka_21382471.wav
7778,აღსანიშნავია მშენებლობის ტექნიკაც.,not_defined,not_defined,Georgian,common_voice_ka_21366090.wav
7779,მისი ხელმძღვანელობით და მონაწილეობით გამოიცა საქართველოს ისტორიულ–ეთნოგრაფიული კალენდარი და ქართულ–კავკასიური ისტორიულ–ეთნოგრაფიული პლაკატი.,thirties,female,Georgian,common_voice_ka_22327453.wav
7780,გარეთა კუთხეები გამოყვანილია კვადრატული აგურით.,twenties,male,Georgian,common_voice_ka_21358094.wav
7781,"როდესაც ლუი რვა წლის იყო დედამისი გარდაიცვალა, რამაც მასზე საშინლად იმოქმედა.",twenties,male,Georgian,common_voice_ka_22428511.wav
7782,ოცნებობდა მოგზაური მკვლევარი გამხდარიყო.,thirties,female,Georgian,common_voice_ka_21455793.wav
7783,ეს ადამიანი დიდი პატივისცემით სარგებლობდა.,thirties,male,Georgian,common_voice_ka_21359231.wav
7784,ნიადაგი ძირითადად იყო მოთეთრო თიხის და ქვიშის ველებით დაფარული.,thirties,male,Georgian,common_voice_ka_21793501.wav
7785,"აგუასკალიენტესის ახლოს არის ცხელი მინერალური წყაროების კურორტი, აქედან წარმოსდგა ქალაქის სახელწოდებაც.",fourties,male,Georgian,common_voice_ka_21374183.wav
7786,ტაძარი ნათდება სარკმელების სიმეტრიული რიგით.,fourties,male,Georgian,common_voice_ka_21374153.wav
7787,საიდანაც უმბერტოს დაკრძალვის მეორე დღესვე გააძევეს.,twenties,male,Georgian,common_voice_ka_21638467.wav
7788,ოსტროგსკის ამ ადგილას მამულის გაშენება ჰქონდა გადაწყვეტილი.,twenties,female,Georgian,common_voice_ka_21366921.wav
7789,"სულხან-საბა ორბელიანის „სიტყვის კონაში“ სვირი განმარტებულია, როგორც მცველი.",not_defined,male,Georgian,common_voice_ka_21365310.wav
7790,მდებარეობს როვნოს ოლქის რადივილოვის რაიონში.,thirties,female,Georgian,common_voice_ka_21382460.wav
7791,შედის მონტანის ოლქში.,thirties,female,Georgian,common_voice_ka_21455795.wav
7792,"გახსნას ესწრებოდნენ დაშნაკების ლიდერები, როგორებიცაა ჰანტ მარგარიანი და მისი მომხრეები.",thirties,male,Georgian,common_voice_ka_21793513.wav
7793,მისი სამფლობელო მოიცავდა იბერიის სამეფოს სამხრეთ ნაწილს.,not_defined,not_defined,Georgian,common_voice_ka_21364650.wav
7794,იგი სამი დიალექტისგან შედგება.,twenties,male,Georgian,common_voice_ka_21363007.wav
7795,თავდაპირველად მისი გათვლები გამოიყენებოდა რომაელი პიროვნებების მხოლოდ ვიწრო წრეში.,twenties,male,Georgian,common_voice_ka_22428487.wav
7796,"კელასურის კედელის აგებას სხვადასხვა წყაროები აკუთვნებენ: ქართველებს, ბერძნებს, ბიზანტიელებს და სპარსებს.",not_defined,not_defined,Georgian,common_voice_ka_21363770.wav
7797,ზაფხული მშრალი და ცხელი იცის.,thirties,male,Georgian,common_voice_ka_21359125.wav
7798,იგი ბედნიერების განცდას თანდათან უფრო გვაცილებს.,twenties,male,Georgian,common_voice_ka_21313060.wav
7799,მაგრამ ამ უკანასკნელს დიდი წარმატება ჯგუფისთვის არ მოუტანია.,twenties,male,Georgian,common_voice_ka_21358105.wav
7800,"ერთ თვეში გავხსენი ეს რესტორანი, ხუთ მაისს აღდგომას გაიხსნა.",twenties,male,Georgian,common_voice_ka_21304389.wav
7801,ეს ამ წიგნის რიგით მეხუთე ეკრანიზაციაა.,not_defined,not_defined,Georgian,common_voice_ka_21366088.wav
7802,სიტყვის თავისუფლება დემოკრატიაში ფუნდამენტური მნიშვნელობისაა.,not_defined,not_defined,Georgian,common_voice_ka_21369915.wav
7803,აქვთ სარეწაო მნიშვნელობა.,thirties,male,Georgian,common_voice_ka_21359226.wav
7804,"ყირიმში პოლკოვნიკმა აბაშიძემ ჩამოაყალიბა საქართველოს სათვისტომო, იყო მისი გამგებლობის პირველი პრეზიდენტი.",thirties,female,Georgian,common_voice_ka_21455875.wav
7805,თებერვლის რევოლუციის შემდეგ დაზარალდა ბაღები.,twenties,male,Georgian,common_voice_ka_22428462.wav
7806,ჰრადეც-კრალოვეს მხარეს ჩრდილოეთიდან ესაზღვრება პოლონეთის ქვემო სილეზიის სავოევოდო.,thirties,male,Georgian,common_voice_ka_21793595.wav
7807,გოკიო მდებარეობს ისტორიულ ჯავახეთში.,not_defined,not_defined,Georgian,common_voice_ka_21365372.wav
7808,კოშკი გეგმით ოთკუთხაა.,twenties,male,Georgian,common_voice_ka_21358097.wav
7809,პატარ-პატარა ჯოგებად ცხოვრობს.,not_defined,not_defined,Georgian,common_voice_ka_21365370.wav
7810,დაყუდებული ბერების მოღვაწეობა.,not_defined,not_defined,Georgian,common_voice_ka_21953265.wav
7811,პოპრადი სარკინიგზო და საავტომობილო გზების კვანძია.,not_defined,not_defined,Georgian,common_voice_ka_21356696.wav
7812,პროექტი დაამტკიცა დონის ხელმძღვანელობამ და მისი შესრულება დაევალათ ქალაქის ოსტატებს.,not_defined,not_defined,Georgian,common_voice_ka_21368919.wav
7813,"აჯანყება სასტიკად ჩაახშვეს, და უბანი მთლიანად დაანგრიეს.",thirties,female,Georgian,common_voice_ka_21466618.wav
7814,ეკლესიის დასავლეთი ფასადი განსაკუთრებულად დიდებულია.,not_defined,not_defined,Georgian,common_voice_ka_21953266.wav
7815,"ჰიპოკრატე უნდა განვიხილოთ როგორც, ანთროპოგეოგრაფიის და ეკოლოგიის ფუძემდებელი.",not_defined,not_defined,Georgian,common_voice_ka_21363738.wav
7816,რესპუბლიკის რევოლუციურ სამხედრო საბჭოს ხელმძღვანელობდა ჯუ დე.,thirties,male,Georgian,common_voice_ka_21793511.wav
7817,"სოლანო ლოპესი პასუხისმგებელია სამთა ალიანსის ომზე, რომელშიც იგი დაიღუპა კიდეც.",thirties,female,Georgian,common_voice_ka_22327558.wav
7818,გეგმაში ციხე ოთხკუთხა ფორმისაა.,thirties,female,Georgian,common_voice_ka_22327546.wav
7819,ჰყავს უფროსი და ილდიზი.,thirties,male,Georgian,common_voice_ka_21359161.wav
7820,"ფართო გაგებით, რაციონალიზმი ზოგჯერ გაიგივებულია „თანამედროვე არქიტექტურის ცნებასთან“.",twenties,female,Georgian,common_voice_ka_21357738.wav
7821,"მომდევნო წლებში მისი ხუთი ვაჟი ავიდა ტახტზე, რომლებიც ერთმანეთს ხოცავდნენ და შემდეგ ასე ანაცვლებდნენ.",thirties,female,Georgian,common_voice_ka_21382493.wav
7822,"აღსანიშნავია ისიც, რომ კლაუსმა თავისი პიროვნული თვისებებით მოახერხა ნიდერლანდელთა გულის მოგება.",thirties,female,Georgian,common_voice_ka_22327543.wav
7823,ალბომში შეტანილია შვიდი სიმღერა.,not_defined,not_defined,Georgian,common_voice_ka_21368942.wav
7824,"კოშკს დასავლეთიდან სწორკუთხა მინაშენი აქვს, რომელიც ჩრდილოეთით გრძელდება.",twenties,male,Georgian,common_voice_ka_22282450.wav
7825,ბოლო წლებში მოტუტაპუზე მოხდა საფუძვლიანი ცვლილებები ტყის დარგვის საკითხებში.,twenties,male,Georgian,common_voice_ka_22428484.wav
7826,დედაქალაქი და უმსხვილესი ქალაქია ზალცბურგი.,thirties,male,Georgian,common_voice_ka_21359237.wav
7827,საქართველოს პრეზიდენტი ესალმება დამსწრე საზოგადოებრიობის წარმომადგენლებს.,not_defined,not_defined,Georgian,common_voice_ka_21358448.wav
7828,ადგილობრივი მაცხოვრებლების მიერ.,thirties,female,Georgian,common_voice_ka_21382457.wav
7829,მათ ასევე შემოიტანეს ქრისტიანობა და ასწავლიდნენ წერა-კითხვას ნათარგმნი ბიბლიის გამოყენებით.,twenties,male,Georgian,common_voice_ka_21638357.wav
7830,გიორგი შარვაშიძე დასაფლავებულია ლიხნის ტაძარში.,not_defined,not_defined,Georgian,common_voice_ka_21359242.wav
7831,"ნიკოლაი პერესტიანმა ყველა ღონე იხმარა, რომ კანონიერ შვილებად ეღიარებინა ბავშვები.",not_defined,not_defined,Georgian,common_voice_ka_21369934.wav
7832,"უფრო ხშირად თეთრია, ზოგჯერ ჭრელი ან ფერადი.",twenties,male,Georgian,common_voice_ka_21358015.wav
7833,მოქმედებს სამი ცემენტის ქარხანა თურქმენეთში.,not_defined,not_defined,Georgian,common_voice_ka_21806161.wav
7834,დიდი სამამულო ომის პერიოდში გერმანული ავიაცია აქტიურად ბომბავდა დასახლებას.,thirties,male,Georgian,common_voice_ka_21359148.wav
7835,მსგავსი სისტემა მუსიკოსს მეტ თავისუფლებას აძლევს.,twenties,male,Georgian,common_voice_ka_21313074.wav
7836,მთელ სიგრძეზე ხის ჭვირული აივანი ჰქონდა.,twenties,male,Georgian,common_voice_ka_21638352.wav
7837,"ქალაქი ცნობილია თავისი ქანდაკებების ფესტივალით, რომელიც ყოველწლიურად ხელოვნების ტბასთან იმართება.",not_defined,not_defined,Georgian,common_voice_ka_21356736.wav
7838,ჰეილი ნეიტანს ეტყვის რომ მას გაყრა უნდა.,not_defined,not_defined,Georgian,common_voice_ka_21368930.wav
7839,"არხზე და მის სიახლოვეს არსებულ მღვიმეებში, აღმოჩენილია იეროგლიფები.",twenties,male,Georgian,common_voice_ka_21358026.wav
7840,უმეტეს საგნებს გარდა რელიგიისა და შრომისა.,twenties,male,Georgian,common_voice_ka_21358067.wav
7841,ცეზურა ზოგჯერ ინტონაციური პაუზის როლში გამოდის.,twenties,male,Georgian,common_voice_ka_21358096.wav
7842,ნინო ჩხეიძე მონაწილეობდა რამდენიმე ქართულ კინოფილმში.,thirties,female,Georgian,common_voice_ka_21382454.wav
7843,დაიბადა და გაიზარდა ვანკუვერში.,twenties,female,Georgian,common_voice_ka_21366873.wav
7844,რაც დაგვრჩება ეგ იქნება ახალი რაოდენობა ასეულების.,twenties,male,Georgian,common_voice_ka_21298145.wav
7845,მსახურობდა ზუგდიდის სცენაზე.,twenties,female,Georgian,common_voice_ka_21369328.wav
7846,განსაკუთრებული ლანდშაფტების გამო განვითარებულია ტურიზმი.,thirties,male,Georgian,common_voice_ka_21793524.wav
7847,ქალაქის ახალი ხელისუფლება ფიქრობდა თუ აშენდებოდა ხიდი იგი უნდა ყოფილიყო თაღოვანი.,thirties,female,Georgian,common_voice_ka_22327552.wav
7848,წარმოადგენს მნიშვნელოვან სასოფლო-სამეურნეო ცენტრს.,twenties,male,Georgian,common_voice_ka_22428514.wav
7849,კანის ფესტივალზე ბერტოლუჩიმ „ოქროს პალმის რტო“ კინოხელოვნებაში შეტანილი წვლილისთვის აიღო.,twenties,male,Georgian,common_voice_ka_21313028.wav
